Dates,Day Of Week,Load,Temp,Dew Point,Humidity,Cloud Cover
8/20/2016 7:00,7,2170,67,61,81,100
8/20/2016 9:00,7,2425,70,61,73,70
8/20/2016 10:00,7,2478,73,61,66,30
8/20/2016 12:00,7,2635,78,61,56,30
8/20/2016 15:00,7,2908,78,61,56,30
8/22/2016 0:00,2,2214,67,63,87,30
8/22/2016 8:00,2,2654,69,61,76,30
8/22/2016 11:00,2,2916,80,61,52,30
8/22/2016 19:00,2,3262,72,60,66,30
8/22/2016 20:00,2,3240,69,61,76,30
8/22/2016 22:00,2,2685,66,60,81,30
8/23/2016 7:00,3,2425,60,56,86,100
8/23/2016 9:00,3,2600,66,62,87,100
8/23/2016 10:00,3,2627,72,62,71,70
8/23/2016 12:00,3,2722,80,60,51,0
8/25/2016 11:00,5,2774,76,60,58,30
8/25/2016 19:00,5,3027,69,58,68,30
8/25/2016 20:00,5,3013,66,58,75,30
8/25/2016 22:00,5,2545,64,57,78,70
3/20/2016 20:00,1,2559,61,53,75,70
3/21/2016 19:00,2,2721,62,53,73,70
3/21/2016 23:00,2,2001,61,53,75,100
3/22/2016 4:00,3,1729,56,50,81,30
3/22/2016 10:00,3,2033,63,47,56,70
3/22/2016 22:00,3,2194,54,46,75,30
3/23/2016 3:00,4,1679,51,44,77,30
3/23/2016 9:00,4,2153,62,45,54,0
3/24/2016 21:00,5,2464,59,33,38,0
3/24/2016 23:00,5,1993,54,33,45,0
3/25/2016 2:00,6,1686,54,32,43,0
3/25/2016 4:00,6,1706,53,31,43,0
3/25/2016 10:00,6,2098,74,28,18,30
3/25/2016 16:00,6,2226,76,40,27,30
3/25/2016 22:00,6,2253,61,54,78,0
3/26/2016 3:00,7,1673,58,52,81,30
3/26/2016 9:00,7,1884,64,51,63,70
3/27/2016 0:00,1,1845,56,49,77,0
3/27/2016 21:00,1,2311,63,52,68,70
3/27/2016 23:00,1,1919,61,51,70,100
3/28/2016 1:00,2,1706,62,50,65,100
3/28/2016 2:00,2,1666,62,50,65,100
3/28/2016 4:00,2,1707,61,50,67,100
3/28/2016 16:00,2,2259,62,45,54,100
3/28/2016 22:00,2,2209,58,40,51,70
3/29/2016 3:00,3,1683,56,39,53,100
3/30/2016 0:00,4,1862,54,40,59,30
3/30/2016 6:00,4,2179,50,44,80,30
3/30/2016 21:00,4,2456,54,42,64,30
3/31/2016 1:00,5,1761,49,41,74,30
3/31/2016 2:00,5,1712,49,41,74,30
3/31/2016 4:00,5,1750,47,41,78,30
3/31/2016 15:00,5,2038,70,44,39,30
3/31/2016 16:00,5,2113,69,44,41,30
4/1/2016 3:00,6,1686,54,48,80,70
4/1/2016 5:00,6,1873,55,48,77,100
4/2/2016 0:00,7,1870,55,48,77,0
4/2/2016 6:00,7,1831,51,45,80,30
4/2/2016 14:00,7,1849,74,51,45,0
4/3/2016 1:00,1,1759,57,49,74,0
4/3/2016 2:00,1,1696,59,53,81,100
4/3/2016 15:00,1,1923,71,51,49,30
4/3/2016 16:00,1,1994,71,52,51,30
4/4/2016 5:00,2,1883,56,51,84,100
4/5/2016 6:00,3,2109,52,41,66,30
4/5/2016 8:00,3,2190,62,44,52,30
4/5/2016 14:00,3,2352,82,43,25,70
4/6/2016 1:00,4,1784,57,51,81,30
4/6/2016 15:00,4,2463,75,55,50,70
4/6/2016 18:00,4,2538,67,54,63,70
4/7/2016 5:00,5,1892,65,54,68,70
4/7/2016 7:00,5,2270,64,55,73,70
4/8/2016 6:00,6,2122,60,55,84,100
4/8/2016 8:00,6,2436,61,55,81,100
4/8/2016 11:00,6,2331,67,56,68,100
4/8/2016 13:00,6,2381,68,56,65,70
4/8/2016 14:00,6,2356,67,56,68,100
4/9/2016 12:00,7,2187,68,52,57,70
4/9/2016 15:00,7,2128,68,53,59,70
4/9/2016 17:00,7,2214,68,55,63,70
4/9/2016 18:00,7,2331,66,54,65,100
4/10/2016 5:00,1,1706,59,54,83,100
4/10/2016 7:00,1,1791,59,53,81,70
4/11/2016 8:00,2,2230,60,53,78,70
4/11/2016 11:00,2,2255,67,51,57,70
4/11/2016 13:00,2,2290,70,54,57,70
4/11/2016 14:00,2,2305,70,52,53,70
4/12/2016 12:00,3,2155,71,54,55,30
4/12/2016 17:00,3,2341,66,54,65,30
4/12/2016 18:00,3,2442,67,54,63,30
4/12/2016 20:00,3,2670,61,53,75,30
4/13/2016 7:00,4,2252,61,53,75,70
4/13/2016 19:00,4,2614,64,53,68,30
4/14/2016 8:00,5,2201,63,51,65,70
4/14/2016 10:00,5,2178,68,50,53,70
4/14/2016 11:00,5,2177,71,50,47,70
4/14/2016 13:00,5,2162,72,51,48,30
4/15/2016 9:00,6,2170,62,50,65,30
4/15/2016 12:00,6,2073,72,48,43,30
4/15/2016 17:00,6,2277,70,44,39,30
4/15/2016 20:00,6,2558,64,45,50,30
4/16/2016 7:00,7,1834,61,30,31,0
4/16/2016 19:00,7,2453,74,32,21,0
4/17/2016 10:00,1,1881,84,24,11,0
4/17/2016 11:00,1,1922,88,20,8,0
4/17/2016 13:00,1,2007,90,25,9,0
4/18/2016 9:00,2,2299,81,27,14,30
4/18/2016 12:00,2,2500,91,25,9,30
4/18/2016 17:00,2,2846,89,22,8,30
4/18/2016 20:00,2,2949,77,24,14,30
4/19/2016 19:00,3,2910,81,28,14,30
4/19/2016 23:00,3,2117,62,35,37,30
4/20/2016 4:00,4,1729,59,34,39,0
4/20/2016 10:00,4,2342,82,30,15,30
4/20/2016 22:00,4,2437,68,40,36,70
4/21/2016 3:00,5,1728,55,38,53,30
4/21/2016 9:00,5,2257,72,34,25,70
4/22/2016 21:00,6,2525,65,55,70,70
4/22/2016 23:00,6,2104,63,55,76,30
6/21/2016 8:00,3,2701,70,61,73,70
6/21/2016 12:00,3,2878,73,62,69,70
6/22/2016 1:00,4,2095,69,60,73,30
6/22/2016 2:00,4,2057,69,60,73,30
6/22/2016 3:00,4,2031,69,60,73,0
6/22/2016 4:00,4,2058,68,59,73,30
6/22/2016 7:00,4,2465,70,61,73,30
6/22/2016 15:00,4,3164,80,60,51,30
6/23/2016 16:00,5,3065,78,59,52,30
6/23/2016 20:00,5,2991,69,58,68,30
6/24/2016 8:00,6,2372,69,59,70,100
6/25/2016 1:00,7,1974,66,57,73,100
6/25/2016 2:00,7,1933,66,57,73,100
6/25/2016 3:00,7,1890,66,57,73,100
6/25/2016 4:00,7,1891,66,57,73,100
6/25/2016 7:00,7,1997,65,57,76,100
6/25/2016 17:00,7,2573,76,57,52,0
6/25/2016 21:00,7,2607,67,57,71,0
6/27/2016 8:00,2,2610,71,62,73,30
6/28/2016 2:00,3,2084,67,62,84,70
6/28/2016 4:00,3,2071,67,63,87,70
6/28/2016 17:00,3,3453,81,60,49,30
6/28/2016 21:00,3,3106,70,62,76,0
6/28/2016 23:00,3,2474,67,61,81,0
6/30/2016 8:00,5,2609,70,61,73,100
6/30/2016 22:00,5,2709,67,58,73,70
7/1/2016 4:00,6,2048,67,59,76,100
7/1/2016 17:00,6,2886,74,57,56,0
7/1/2016 18:00,6,2849,72,56,57,30
7/1/2016 21:00,6,2753,64,55,73,30
7/1/2016 23:00,6,2279,66,56,70,100
7/3/2016 22:00,1,2376,65,55,70,30
7/4/2016 11:00,2,2103,77,57,50,30
8/26/2016 7:00,6,2434,66,56,70,100
8/26/2016 9:00,6,2590,67,56,68,100
8/26/2016 10:00,6,2554,68,57,68,100
8/26/2016 12:00,6,2472,74,56,54,30
8/26/2016 21:00,6,2672,64,54,70,0
8/26/2016 23:00,6,2248,66,55,68,70
8/27/2016 2:00,7,1913,66,56,70,100
8/28/2016 19:00,1,3025,73,62,69,30
8/28/2016 20:00,1,3034,71,62,73,30
8/28/2016 22:00,1,2566,69,63,81,30
8/29/2016 21:00,2,3140,70,62,76,0
8/29/2016 23:00,2,2476,70,63,79,0
8/30/2016 1:00,3,2139,68,64,87,0
8/30/2016 2:00,3,2053,70,64,82,100
8/30/2016 4:00,3,2057,68,63,84,100
8/31/2016 19:00,4,3548,75,64,69,30
8/31/2016 22:00,4,2834,69,63,81,30
9/1/2016 21:00,5,2899,66,58,75,30
9/1/2016 23:00,5,2331,63,58,84,70
9/2/2016 1:00,6,2035,66,59,78,100
9/2/2016 2:00,6,1973,66,59,78,100
9/2/2016 3:00,6,1944,65,59,81,100
9/2/2016 4:00,6,1975,65,59,81,100
9/2/2016 6:00,6,2350,65,59,81,100
9/3/2016 5:00,7,1927,64,56,75,100
9/4/2016 14:00,1,2144,76,55,48,30
9/4/2016 16:00,1,2358,75,55,50,30
9/4/2016 23:00,1,2173,69,55,61,100
9/5/2016 1:00,2,1929,69,54,59,100
9/5/2016 2:00,2,1873,68,53,59,100
9/5/2016 3:00,2,1837,65,53,66,70
9/5/2016 4:00,2,1840,66,54,65,100
9/5/2016 6:00,2,1955,66,54,65,100
3/1/2016 21:00,3,2436,56,49,77,70
3/2/2016 12:00,4,2247,75,53,46,30
3/2/2016 20:00,4,2640,58,52,81,70
3/2/2016 22:00,4,2200,56,50,81,70
3/3/2016 15:00,5,2392,68,54,61,70
3/3/2016 16:00,5,2447,66,54,65,70
3/3/2016 19:00,5,2752,58,52,81,30
3/4/2016 7:00,6,2220,58,51,78,100
3/4/2016 17:00,6,2507,63,53,70,70
3/4/2016 18:00,6,2647,62,52,70,70
3/4/2016 21:00,6,2440,61,49,65,70
3/5/2016 12:00,7,1889,70,48,46,70
3/5/2016 20:00,7,2379,63,55,76,100
3/5/2016 22:00,7,2090,61,57,87,100
3/6/2016 15:00,1,1912,64,47,54,70
3/6/2016 16:00,1,2051,64,48,56,70
3/6/2016 19:00,1,2540,58,48,70,30
3/7/2016 11:00,2,2365,56,43,62,70
3/7/2016 17:00,2,2626,54,42,64,70
3/7/2016 18:00,2,2867,50,43,77,100
3/7/2016 21:00,2,2498,50,45,83,70
3/8/2016 20:00,3,2653,55,48,77,0
3/8/2016 22:00,3,2209,50,45,83,0
3/9/2016 15:00,4,2288,68,49,51,30
3/9/2016 16:00,4,2370,67,51,57,30
3/9/2016 19:00,4,2749,61,53,75,30
3/10/2016 4:00,5,1763,53,48,83,0
3/10/2016 6:00,5,2125,51,47,86,30
3/10/2016 17:00,5,2582,68,55,63,70
3/10/2016 18:00,5,2811,64,55,73,70
3/10/2016 21:00,5,2454,61,57,87,70
3/11/2016 3:00,6,1709,59,55,87,70
3/11/2016 8:00,6,2261,59,56,90,100
3/11/2016 22:00,6,2301,57,46,67,30
3/12/2016 10:00,7,2041,61,44,54,70
3/12/2016 15:00,7,1908,64,44,48,30
3/13/2016 4:00,1,1703,52,45,77,70
3/13/2016 6:00,1,1813,55,46,72,70
3/13/2016 7:00,1,1835,55,47,74,70
3/13/2016 9:00,1,1826,59,47,64,70
3/13/2016 14:00,1,1797,66,46,49,70
3/13/2016 17:00,1,2110,64,47,54,70
3/13/2016 21:00,1,2411,61,51,70,70
3/14/2016 3:00,2,1685,59,53,81,70
3/14/2016 8:00,2,2333,60,55,84,100
3/15/2016 5:00,3,1907,55,50,83,0
3/15/2016 10:00,3,2191,64,54,70,30
3/15/2016 15:00,3,2267,72,51,48,30
3/16/2016 4:00,4,1753,57,51,81,0
3/16/2016 6:00,4,2186,53,47,80,0
3/16/2016 7:00,4,2289,53,48,83,30
3/16/2016 9:00,4,2248,66,55,68,30
3/16/2016 14:00,4,2378,81,45,28,0
3/17/2016 3:00,5,1711,57,50,78,0
3/17/2016 8:00,5,2285,58,53,84,30
3/18/2016 5:00,6,1899,60,54,80,100
3/18/2016 10:00,6,2237,62,55,78,100
3/19/2016 4:00,7,1717,60,54,80,100
3/19/2016 6:00,7,1888,60,53,78,100
3/19/2016 7:00,7,1947,59,53,81,100
3/19/2016 9:00,7,2018,59,53,81,100
3/19/2016 13:00,7,1901,70,53,55,30
3/19/2016 14:00,7,1886,68,52,57,30
3/20/2016 3:00,1,1641,58,53,84,70
3/21/2016 2:00,2,1708,59,54,83,100
3/21/2016 5:00,2,1854,59,53,81,100
3/21/2016 10:00,2,2248,61,52,72,100
3/22/2016 9:00,3,2058,63,49,60,70
3/22/2016 13:00,3,2121,66,43,43,30
3/22/2016 14:00,3,2127,66,43,43,30
3/22/2016 23:00,3,1966,52,46,80,30
3/23/2016 0:00,4,1830,50,44,80,30
3/24/2016 1:00,5,1737,52,34,50,0
3/24/2016 2:00,5,1688,54,33,45,0
3/25/2016 13:00,6,2094,79,32,18,30
3/25/2016 23:00,6,2042,62,55,78,70
3/26/2016 0:00,7,1879,62,53,73,70
3/27/2016 1:00,1,1740,55,49,80,0
3/27/2016 2:00,1,1677,56,50,81,0
3/27/2016 11:00,1,1736,69,53,57,0
3/28/2016 12:00,2,2260,65,46,51,70
3/28/2016 13:00,2,2251,62,47,58,100
3/28/2016 23:00,2,1983,58,40,51,100
3/29/2016 0:00,3,1842,56,40,55,70
3/29/2016 16:00,3,2178,64,41,43,70
3/30/2016 1:00,4,1773,53,41,64,100
3/30/2016 2:00,4,1729,53,45,74,100
3/30/2016 11:00,4,2176,60,41,50,70
3/31/2016 12:00,5,1988,69,40,35,30
3/31/2016 20:00,5,2601,58,48,70,30
3/31/2016 22:00,5,2217,56,48,75,30
3/31/2016 23:00,5,1992,54,47,77,30
4/1/2016 16:00,6,2125,68,50,53,30
4/1/2016 19:00,6,2533,65,49,56,0
4/2/2016 1:00,7,1763,54,48,80,0
4/2/2016 11:00,7,1837,73,51,46,0
4/2/2016 18:00,7,2289,71,54,55,30
4/2/2016 21:00,7,2391,60,51,72,0
4/3/2016 12:00,1,1838,76,51,42,0
3/1/2016 20:00,3,2648,60,54,80,70
3/2/2016 21:00,4,2455,59,53,81,70
3/2/2016 23:00,4,1978,57,53,87,100
3/3/2016 10:00,5,2282,64,53,68,30
3/4/2016 3:00,6,1705,58,54,87,100
3/4/2016 9:00,6,2173,62,50,65,70
3/4/2016 12:00,6,2199,70,51,51,70
3/4/2016 20:00,6,2486,62,51,67,70
3/5/2016 19:00,7,2473,64,55,73,100
3/5/2016 23:00,7,1897,61,57,87,100
3/6/2016 4:00,1,1716,60,55,84,100
3/6/2016 10:00,1,2045,59,54,83,100
3/6/2016 22:00,1,2049,56,47,72,30
3/7/2016 3:00,2,1475,54,46,75,30
3/7/2016 9:00,2,2544,51,46,83,100
3/8/2016 21:00,3,2462,53,47,80,0
3/8/2016 23:00,3,1993,51,45,80,0
3/9/2016 4:00,4,1816,48,42,80,0
3/9/2016 10:00,4,2152,64,47,54,30
3/9/2016 22:00,4,2172,55,50,83,30
3/10/2016 3:00,5,1701,53,48,83,0
3/10/2016 9:00,5,2154,67,51,57,70
3/11/2016 0:00,6,1856,61,56,84,100
3/11/2016 21:00,6,2464,58,47,67,70
3/11/2016 23:00,6,2205,58,45,62,30
3/12/2016 2:00,7,1805,56,44,65,30
3/12/2016 4:00,7,1789,56,43,62,30
3/12/2016 16:00,7,2049,63,45,52,30
3/12/2016 22:00,7,2130,55,47,74,70
3/13/2016 3:00,1,1711,52,45,77,30
3/14/2016 0:00,2,1828,60,55,84,70
3/14/2016 6:00,2,2158,59,54,83,100
3/14/2016 21:00,2,2522,61,54,78,70
4/3/2016 20:00,1,2548,61,52,72,70
4/3/2016 22:00,1,2165,58,53,84,70
4/4/2016 15:00,2,2285,78,48,35,30
4/4/2016 16:00,2,2341,76,47,36,30
4/4/2016 19:00,2,2694,70,44,39,30
4/5/2016 11:00,3,2230,75,42,31,70
4/5/2016 17:00,3,2473,79,38,23,70
4/5/2016 18:00,3,2511,76,41,29,70
4/5/2016 21:00,3,2528,63,50,63,30
4/6/2016 12:00,4,2460,86,42,21,70
4/6/2016 20:00,4,2682,65,53,66,70
4/6/2016 22:00,4,2263,65,53,66,70
4/7/2016 15:00,5,2434,65,57,76,100
4/7/2016 16:00,5,2393,67,59,76,100
4/7/2016 19:00,5,2653,63,53,70,70
4/8/2016 4:00,6,1717,61,55,81,100
4/8/2016 17:00,6,2412,67,56,68,100
4/8/2016 18:00,6,2440,65,56,73,70
4/8/2016 21:00,6,2428,63,56,78,70
4/9/2016 3:00,7,1683,60,54,80,70
4/9/2016 8:00,7,1914,63,56,78,30
4/9/2016 20:00,7,2468,64,55,73,70
4/9/2016 22:00,7,2176,63,55,76,70
4/10/2016 10:00,1,2013,67,54,63,70
4/10/2016 15:00,1,1920,71,52,51,70
4/10/2016 19:00,1,2460,65,52,63,30
4/11/2016 4:00,2,1720,57,51,81,30
4/11/2016 6:00,2,2099,56,51,84,30
4/11/2016 7:00,2,2184,57,51,81,30
4/11/2016 9:00,2,2239,64,53,68,70
4/11/2016 17:00,2,2347,69,53,57,70
4/11/2016 18:00,2,2441,68,53,59,30
4/11/2016 21:00,2,2493,63,54,73,30
3/15/2016 1:00,3,1769,58,51,78,70
3/15/2016 2:00,3,1718,55,49,80,30
3/15/2016 4:00,3,1754,55,50,83,30
3/15/2016 16:00,3,2333,73,50,44,30
3/15/2016 22:00,3,2259,60,54,80,0
3/16/2016 3:00,4,1709,58,52,81,0
3/16/2016 5:00,4,1901,55,49,80,0
3/17/2016 0:00,5,1895,63,54,73,0
3/17/2016 6:00,5,2181,53,47,80,30
3/17/2016 14:00,5,2343,76,53,45,30
3/17/2016 21:00,5,2559,60,53,78,30
3/18/2016 1:00,6,1802,61,54,78,100
3/18/2016 2:00,6,1742,61,54,78,70
3/18/2016 15:00,6,2276,70,54,57,30
3/18/2016 16:00,6,2324,71,54,55,30
3/19/2016 5:00,7,1769,60,54,80,100
3/20/2016 0:00,1,1834,58,53,84,70
3/20/2016 6:00,1,1760,57,53,87,100
3/20/2016 8:00,1,1856,59,53,81,100
3/20/2016 14:00,1,1785,73,54,51,30
3/21/2016 1:00,2,1716,59,54,82,100
3/21/2016 15:00,2,2238,68,53,59,0
3/21/2016 16:00,2,2379,69,52,55,70
3/21/2016 18:00,2,2506,64,53,68,70
3/22/2016 5:00,3,1881,55,49,80,70
3/22/2016 7:00,3,2208,56,51,84,70
3/23/2016 6:00,4,2164,49,42,77,30
3/23/2016 8:00,4,2206,54,44,69,30
3/23/2016 11:00,4,2096,68,38,33,0
3/23/2016 13:00,4,2142,74,43,33,0
3/23/2016 14:00,4,2134,74,41,31,0
3/24/2016 12:00,5,2160,81,29,15,0
3/24/2016 15:00,5,2229,78,30,17,0
4/12/2016 3:00,3,1691,57,51,81,70
4/12/2016 8:00,3,2228,61,53,75,70
4/13/2016 5:00,4,1903,61,52,72,100
4/13/2016 10:00,4,2267,66,52,61,70
4/13/2016 15:00,4,2194,71,53,53,30
4/14/2016 4:00,5,1724,61,53,75,100
4/14/2016 6:00,5,2086,62,52,70,100
4/14/2016 7:00,5,2180,60,51,72,70
4/14/2016 9:00,5,2176,65,50,59,70
4/14/2016 14:00,5,2138,71,51,49,30
4/14/2016 17:00,5,2320,69,49,49,30
4/15/2016 3:00,6,1677,54,48,80,70
4/15/2016 8:00,6,2183,60,50,70,30
4/16/2016 5:00,7,1749,51,38,61,0
4/16/2016 10:00,7,1889,79,15,9,0
4/17/2016 4:00,1,1667,56,37,49,0
4/17/2016 6:00,1,1726,55,35,47,0
4/17/2016 7:00,1,1744,59,34,39,0
4/17/2016 9:00,1,1817,79,29,16,0
4/17/2016 14:00,1,2062,91,24,9,0
4/18/2016 3:00,2,1693,59,36,42,0
4/18/2016 8:00,2,2233,75,32,21,30
4/19/2016 5:00,3,1926,61,33,35,0
4/19/2016 10:00,3,2389,85,27,12,30
4/20/2016 6:00,4,2040,56,35,46,0
4/20/2016 7:00,4,2134,62,35,37,30
4/20/2016 9:00,4,2261,78,31,18,30
4/20/2016 13:00,4,2559,89,24,9,30
4/20/2016 14:00,4,2617,85,38,19,30
4/20/2016 23:00,4,2109,67,40,37,70
4/21/2016 0:00,5,1935,62,37,40,70
4/22/2016 2:00,6,1823,63,55,76,70
4/22/2016 5:00,6,1921,62,54,75,70
3/24/2016 17:00,5,2363,76,29,18,0
3/24/2016 18:00,5,2448,74,32,21,0
3/25/2016 5:00,6,1843,51,32,48,0
3/25/2016 7:00,6,2154,50,31,48,0
3/26/2016 8:00,7,1878,60,51,72,70
3/26/2016 11:00,7,1868,69,49,49,0
3/26/2016 13:00,7,1840,73,52,48,0
3/26/2016 14:00,7,1847,73,52,48,0
3/27/2016 12:00,1,1723,71,53,53,30
3/27/2016 17:00,1,2021,69,53,57,30
3/27/2016 18:00,1,2172,66,52,61,30
3/27/2016 20:00,1,2436,63,53,70,70
3/28/2016 7:00,2,2219,62,50,65,100
3/28/2016 19:00,2,2655,58,41,53,70
3/29/2016 8:00,3,2213,57,39,51,70
3/29/2016 11:00,3,2126,62,33,34,30
3/29/2016 13:00,3,2098,64,36,35,30
3/30/2016 12:00,4,2155,64,45,50,70
3/30/2016 17:00,4,2229,63,38,40,30
3/30/2016 18:00,4,2357,61,41,48,30
3/30/2016 20:00,4,2610,58,43,58,30
3/31/2016 7:00,5,2217,45,40,83,0
3/31/2016 19:00,5,2584,63,47,56,30
4/1/2016 10:00,6,2080,65,48,54,70
4/1/2016 11:00,6,2033,67,48,51,30
4/1/2016 13:00,6,2025,72,49,44,30
4/2/2016 9:00,7,1856,65,52,63,0
4/2/2016 12:00,7,1826,78,53,42,0
4/2/2016 17:00,7,2152,73,54,51,30
4/2/2016 20:00,7,2515,62,52,70,0
4/3/2016 19:00,1,2542,65,52,63,70
4/3/2016 23:00,1,1952,58,52,81,70
4/4/2016 4:00,2,1733,57,52,83,100
4/23/2016 13:00,7,1863,72,49,44,0
4/23/2016 23:00,7,2014,58,47,67,0
4/24/2016 0:00,1,1857,57,47,69,0
4/25/2016 1:00,2,1734,62,50,65,30
4/25/2016 2:00,2,1688,61,50,67,70
4/26/2016 12:00,3,2080,71,45,39,30
4/26/2016 13:00,3,2090,70,47,44,70
4/26/2016 23:00,3,1965,53,44,72,30
4/27/2016 0:00,4,1824,53,44,72,30
4/28/2016 1:00,5,1746,58,44,60,70
4/28/2016 2:00,5,1691,58,42,56,70
4/28/2016 11:00,5,2380,59,50,72,100
4/29/2016 12:00,6,2039,71,47,42,0
4/29/2016 20:00,6,2458,62,50,65,100
4/29/2016 23:00,6,1931,61,50,67,100
4/30/2016 0:00,7,1796,61,50,67,100
4/30/2016 16:00,7,1927,69,48,47,30
4/30/2016 19:00,7,2345,64,50,60,30
5/1/2016 1:00,1,1733,55,48,77,30
5/1/2016 2:00,1,1679,54,47,77,30
5/1/2016 11:00,1,1901,66,49,54,100
5/1/2016 18:00,1,2212,66,50,56,30
5/2/2016 12:00,2,2199,74,53,48,30
5/2/2016 20:00,2,2718,63,54,73,30
5/2/2016 22:00,2,2265,62,54,75,30
5/3/2016 16:00,3,2411,75,52,45,0
5/3/2016 19:00,3,2637,67,54,63,30
5/4/2016 11:00,4,2273,66,52,61,100
5/4/2016 17:00,4,2389,66,51,59,70
5/4/2016 18:00,4,2430,65,51,61,100
5/4/2016 21:00,4,2474,60,49,67,70
5/5/2016 12:00,5,2375,68,50,53,70
5/5/2016 20:00,5,2605,64,49,58,70
4/4/2016 10:00,2,2156,69,49,49,30
4/4/2016 22:00,2,2229,56,46,70,0
4/5/2016 9:00,3,2201,67,44,44,70
4/5/2016 20:00,3,2713,65,44,47,70
4/6/2016 19:00,4,2716,66,54,65,70
4/6/2016 21:00,4,2510,68,53,59,70
4/6/2016 23:00,4,2032,64,56,75,30
4/7/2016 4:00,5,1763,62,55,78,70
4/7/2016 10:00,5,2526,63,57,81,100
4/7/2016 22:00,5,2219,62,54,75,70
4/8/2016 3:00,6,1675,61,55,81,100
4/8/2016 9:00,6,2468,62,55,78,100
4/9/2016 0:00,7,1874,62,56,80,70
4/9/2016 21:00,7,2351,64,55,73,70
4/9/2016 23:00,7,1987,63,55,76,70
4/10/2016 2:00,1,1696,60,54,80,70
4/10/2016 4:00,1,1669,59,54,83,100
4/10/2016 16:00,1,2004,70,54,57,70
4/10/2016 22:00,1,2132,58,52,81,30
4/11/2016 3:00,2,1659,56,51,84,30
4/12/2016 0:00,3,1848,61,54,78,30
4/12/2016 21:00,3,2500,61,53,75,30
4/12/2016 23:00,3,2018,62,53,73,100
4/13/2016 1:00,4,1784,61,52,72,70
4/13/2016 2:00,4,1733,56,50,81,70
4/13/2016 4:00,4,1747,60,52,75,100
4/13/2016 16:00,4,2275,71,53,53,30
4/13/2016 22:00,4,2230,61,53,75,70
4/14/2016 3:00,5,1681,61,53,75,100
4/15/2016 0:00,6,1841,58,49,72,70
4/15/2016 6:00,6,2052,54,47,77,30
4/15/2016 21:00,6,2426,64,44,48,0
4/16/2016 1:00,7,1764,56,45,67,0
5/5/2016 22:00,5,2217,64,48,56,70
5/6/2016 15:00,6,2150,70,51,51,30
5/6/2016 16:00,6,2186,70,51,51,30
5/6/2016 19:00,6,2450,63,52,68,30
5/7/2016 17:00,7,2030,69,50,51,30
5/7/2016 18:00,7,2156,67,51,57,30
5/7/2016 21:00,7,2330,62,51,67,30
5/8/2016 1:00,1,1729,57,51,81,30
5/8/2016 2:00,1,1669,57,50,78,70
5/8/2016 3:00,1,1638,58,51,78,70
5/8/2016 4:00,1,1638,57,50,78,70
5/8/2016 7:00,1,1693,58,52,81,30
5/9/2016 16:00,2,2232,70,52,53,30
5/9/2016 20:00,2,2647,64,52,65,30
5/10/2016 8:00,3,2283,64,54,70,70
5/11/2016 2:00,4,1716,64,55,73,100
5/11/2016 3:00,4,1706,64,55,73,100
5/11/2016 4:00,4,1750,64,55,73,100
5/11/2016 7:00,4,2250,63,55,76,100
5/11/2016 17:00,4,2408,70,55,59,30
5/11/2016 21:00,4,2549,65,56,73,70
5/13/2016 8:00,6,2200,63,55,76,100
5/14/2016 2:00,7,1745,64,54,70,100
5/14/2016 4:00,7,1721,64,54,70,100
5/14/2016 17:00,7,2170,65,53,66,100
5/14/2016 21:00,7,2340,63,53,70,100
5/14/2016 23:00,7,1982,63,53,70,100
5/16/2016 8:00,2,2297,62,53,73,100
5/16/2016 22:00,2,2219,64,53,68,100
5/17/2016 4:00,3,1737,64,55,73,70
5/17/2016 17:00,3,2447,67,54,63,100
5/17/2016 18:00,3,2490,66,54,65,100
5/17/2016 21:00,3,2475,64,55,73,100
5/17/2016 23:00,3,2004,64,55,73,100
5/19/2016 22:00,5,2305,63,54,73,100
5/20/2016 0:00,6,1918,63,53,70,100
5/20/2016 11:00,6,2174,67,49,53,70
5/20/2016 17:00,6,2274,67,47,49,30
5/20/2016 18:00,6,2331,65,47,52,70
5/20/2016 21:00,6,2434,62,46,56,70
5/20/2016 23:00,6,2029,62,44,52,70
5/21/2016 9:00,7,1948,63,44,50,70
5/22/2016 5:00,1,1661,54,45,72,70
5/22/2016 22:00,1,2151,58,49,72,30
5/23/2016 0:00,2,1799,55,47,74,30
5/23/2016 11:00,2,2169,70,48,46,30
5/23/2016 18:00,2,2386,66,47,50,30
5/23/2016 19:00,2,2502,63,47,56,30
5/23/2016 23:00,2,1989,62,47,58,70
5/24/2016 9:00,3,2160,66,44,45,70
5/25/2016 5:00,4,1845,58,51,78,70
5/25/2016 13:00,4,2260,71,48,44,70
5/25/2016 22:00,4,2245,61,50,67,30
5/26/2016 0:00,5,1867,59,49,69,30
5/26/2016 11:00,5,2248,69,51,53,70
5/26/2016 18:00,5,2348,68,52,57,30
5/26/2016 19:00,5,2448,66,52,61,70
5/27/2016 6:00,6,2053,62,56,80,70
5/27/2016 9:00,6,2390,65,55,70,100
5/27/2016 10:00,6,2334,66,55,68,100
5/27/2016 12:00,6,2223,69,55,61,100
5/28/2016 5:00,7,1764,64,54,70,100
5/28/2016 13:00,7,1909,72,54,53,30
5/28/2016 15:00,7,2002,71,56,59,30
5/29/2016 0:00,1,1865,62,56,80,100
5/29/2016 14:00,1,2046,67,54,63,100
5/29/2016 16:00,1,2016,68,54,61,100
